# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,3.802333333333333121e-01,7.388225610341694338e-01
6.666666666666666075e+00,3.995000000000000218e-01,7.385788385443285975e-01
3.999999999999999112e+00,4.073333333333333250e-01,7.444315172829041316e-01
2.857142857142856762e+00,4.226333333333333608e-01,7.184986858080048000e-01
2.222222222222221877e+00,4.319333333333333358e-01,7.243225915180159236e-01
1.818181818181817677e+00,4.481666666666666576e-01,7.261100192012678312e-01
1.538461538461538103e+00,4.582333333333333258e-01,7.130256777087976561e-01
1.333333333333333037e+00,4.668333333333333224e-01,7.206899726933181372e-01
1.176470588235293935e+00,4.663999999999999813e-01,7.010366732428183756e-01
1.052631578947368141e+00,4.808666666666666645e-01,7.056667787858055263e-01
9.523809523809521060e-01,4.914333333333333331e-01,7.071082578511550532e-01
8.695652173913041016e-01,4.820333333333333137e-01,7.113380159807823899e-01
7.999999999999998224e-01,5.026666666666667060e-01,7.006016144127455991e-01
7.407407407407405886e-01,4.965999999999999859e-01,7.026585300792904665e-01
6.896551724137929273e-01,4.955999999999999850e-01,6.971127470149206529e-01
6.451612903225805162e-01,5.079000000000000181e-01,7.016461095833926853e-01
