# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,1.906483747577125340e-02
6.666666666666666075e+00,0.000000000000000000e+00,5.801038881360137678e-02
3.999999999999999112e+00,0.000000000000000000e+00,9.481485194860642118e-02
2.857142857142856762e+00,0.000000000000000000e+00,1.319307058696738422e-01
2.222222222222221877e+00,0.000000000000000000e+00,1.688077896031830727e-01
1.818181818181817677e+00,0.000000000000000000e+00,2.050262413998125977e-01
1.538461538461538103e+00,0.000000000000000000e+00,2.425653761705916789e-01
1.333333333333333037e+00,0.000000000000000000e+00,2.851389943273951455e-01
1.176470588235293935e+00,0.000000000000000000e+00,3.286902796748015776e-01
1.052631578947368141e+00,0.000000000000000000e+00,3.620317268594991922e-01
9.523809523809521060e-01,6.666666666666666444e-04,3.929195871339064006e-01
8.695652173913041016e-01,5.333333333333333589e-04,4.339397851701439768e-01
7.999999999999998224e-01,1.533333333333333380e-03,4.630081264475838232e-01
7.407407407407405886e-01,5.766666666666666469e-03,4.890544881410053280e-01
6.896551724137929273e-01,7.299756674777507434e-03,5.106017756303485866e-01
6.451612903225805162e-01,1.346666666666666672e-02,5.492868487987677684e-01
