# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,1.566666666666666728e-03,4.173940874357530140e-01
6.666666666666666075e+00,1.666666666666666774e-03,4.315856607431458603e-01
3.999999999999999112e+00,1.933333333333333345e-03,4.283546769483961847e-01
2.857142857142856762e+00,2.933333333333333365e-03,4.322945500025816568e-01
2.222222222222221877e+00,2.766666666666666840e-03,4.237283546591665839e-01
1.818181818181817677e+00,3.899999999999999821e-03,4.252752643283591039e-01
1.538461538461538103e+00,2.866666666666666669e-03,4.271787515646851552e-01
1.333333333333333037e+00,2.466666666666666487e-03,4.269856464487808423e-01
1.176470588235293935e+00,3.299999999999999982e-03,4.161718115424127840e-01
1.052631578947368141e+00,6.533333333333333701e-03,4.196208761506567408e-01
9.523809523809521060e-01,4.633333333333333054e-03,4.214136706199017035e-01
8.695652173913041016e-01,7.933333333333333903e-03,4.125185453806704539e-01
7.999999999999998224e-01,7.599999999999999985e-03,4.196567208106085078e-01
7.407407407407405886e-01,6.766666666666666489e-03,4.189615146832755821e-01
6.896551724137929273e-01,1.086666666666666684e-02,4.083634184273715051e-01
6.451612903225805162e-01,4.499999999999999660e-03,4.106332661023491815e-01
