# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,3.666666666666666707e-04,3.596021589808174324e-01
6.666666666666666075e+00,6.999999999999999929e-04,3.807590269517612258e-01
3.999999999999999112e+00,2.500000000000000052e-03,3.844762315918592299e-01
2.857142857142856762e+00,1.833333333333333299e-03,3.801691061643775460e-01
2.222222222222221877e+00,1.699999999999999905e-03,3.856630909750830560e-01
1.818181818181817677e+00,4.000000000000000083e-03,3.871895499561976428e-01
1.538461538461538103e+00,1.500000000000000031e-03,3.856303235147488517e-01
1.333333333333333037e+00,3.166666666666666588e-03,3.837673292713367212e-01
1.176470588235293935e+00,2.666666666666666578e-03,3.877645227658886862e-01
1.052631578947368141e+00,1.600000000000000077e-03,3.839069554261216322e-01
9.523809523809521060e-01,3.700000000000000164e-03,3.813148739191664083e-01
8.695652173913041016e-01,2.066666666666666739e-03,3.781724725864032410e-01
7.999999999999998224e-01,7.866666666666665905e-03,3.847323223278879545e-01
7.407407407407405886e-01,3.000000000000000062e-03,3.820408511552118580e-01
6.896551724137929273e-01,5.466666666666666549e-03,3.843250091188305517e-01
6.451612903225805162e-01,5.100000000000000366e-03,3.831309823289148486e-01
