# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,1.906468301879252897e-02
6.666666666666666075e+00,0.000000000000000000e+00,5.800391074167839806e-02
3.999999999999999112e+00,0.000000000000000000e+00,9.477627007881028742e-02
2.857142857142856762e+00,0.000000000000000000e+00,1.316651429932765571e-01
2.222222222222221877e+00,0.000000000000000000e+00,1.686016629316990645e-01
1.818181818181817677e+00,0.000000000000000000e+00,2.041853482826088972e-01
1.538461538461538103e+00,0.000000000000000000e+00,2.413832739161926866e-01
1.333333333333333037e+00,0.000000000000000000e+00,2.827764542182306662e-01
1.176470588235293935e+00,0.000000000000000000e+00,3.244096253724498835e-01
1.052631578947368141e+00,0.000000000000000000e+00,3.569713385370583691e-01
9.523809523809521060e-01,9.333333333333333239e-04,3.868541648582798365e-01
8.695652173913041016e-01,5.000000000000000104e-04,4.240036131257600149e-01
7.999999999999998224e-01,1.533333333333333380e-03,4.515484526130341680e-01
7.407407407407405886e-01,6.733333333333333358e-03,4.763793143908081062e-01
6.896551724137929273e-01,9.366354454851505765e-03,4.956294771217517603e-01
6.451612903225805162e-01,1.580000000000000154e-02,5.308766761144294577e-01
