# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,3.766666666666666861e-03,4.005268746343781938e-01
6.666666666666666075e+00,4.633333333333333054e-03,4.142441396897438843e-01
3.999999999999999112e+00,3.766666666666666861e-03,4.111095918831640383e-01
2.857142857142856762e+00,5.166666666666666630e-03,4.168672658591548452e-01
2.222222222222221877e+00,5.233333333333333760e-03,4.094842064646799229e-01
1.818181818181817677e+00,6.100000000000000387e-03,4.108596156076943506e-01
1.538461538461538103e+00,5.466666666666666549e-03,4.128246062561357621e-01
1.333333333333333037e+00,4.666666666666667053e-03,4.137273230580503225e-01
1.176470588235293935e+00,5.899999999999999863e-03,4.041126897131395168e-01
1.052631578947368141e+00,9.299999999999999239e-03,4.076411915414240306e-01
9.523809523809521060e-01,8.733333333333332532e-03,4.098460898236490069e-01
8.695652173913041016e-01,1.039999999999999952e-02,4.006454424094702538e-01
7.999999999999998224e-01,1.083333333333333370e-02,4.070668494128290016e-01
7.407407407407405886e-01,9.466666666666666632e-03,4.078835836642165646e-01
6.896551724137929273e-01,1.493333333333333318e-02,4.005916305366480912e-01
6.451612903225805162e-01,6.666666666666667095e-03,3.998821346897938889e-01
