# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,3.578999999999999959e-01,7.081786711156262681e-01
6.666666666666666075e+00,3.718000000000000194e-01,7.132485201002399799e-01
3.999999999999999112e+00,3.862333333333333174e-01,7.159560422817302650e-01
2.857142857142856762e+00,3.868333333333333068e-01,7.055819369731136659e-01
2.222222222222221877e+00,3.966000000000000081e-01,7.121937080527548369e-01
1.818181818181817677e+00,4.102666666666666684e-01,7.079237912186066017e-01
1.538461538461538103e+00,4.062999999999999945e-01,7.077479689954918607e-01
1.333333333333333037e+00,4.153000000000000025e-01,7.046639513554125989e-01
1.176470588235293935e+00,4.221333333333333604e-01,6.969206517355813757e-01
1.052631578947368141e+00,4.323333333333333472e-01,6.999487796766846737e-01
9.523809523809521060e-01,4.375333333333333297e-01,6.989853638605691977e-01
8.695652173913041016e-01,4.356333333333333169e-01,6.944162648758916978e-01
7.999999999999998224e-01,4.418000000000000260e-01,7.004215193360517899e-01
7.407407407407405886e-01,4.446999999999999842e-01,6.972388227123674787e-01
6.896551724137929273e-01,4.516000000000000014e-01,6.912735283042019674e-01
6.451612903225805162e-01,4.543333333333333113e-01,6.917968690972426948e-01
