# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,5.712666666666667004e-01,9.225904738741450561e-01
6.666666666666666075e+00,5.920333333333333004e-01,9.211244386600094813e-01
3.999999999999999112e+00,5.982666666666666133e-01,9.229393255152407161e-01
2.857142857142856762e+00,5.973333333333333828e-01,9.196288074932290613e-01
2.222222222222221877e+00,5.983333333333333837e-01,9.190873205515783795e-01
1.818181818181817677e+00,6.036333333333333551e-01,9.130446881825351468e-01
1.538461538461538103e+00,5.970999999999999641e-01,9.130977170970335788e-01
1.333333333333333037e+00,6.055333333333333679e-01,9.138989305357181347e-01
1.176470588235293935e+00,6.102666666666666240e-01,9.021464978168582949e-01
1.052631578947368141e+00,6.159333333333333327e-01,9.066202433320311727e-01
9.523809523809521060e-01,6.180333333333333234e-01,9.120002587913679237e-01
8.695652173913041016e-01,6.189000000000000057e-01,9.076376490597765079e-01
7.999999999999998224e-01,6.259333333333333416e-01,9.082249304906016008e-01
7.407407407407405886e-01,6.252999999999999670e-01,9.022407386831554632e-01
6.896551724137929273e-01,6.239333333333333398e-01,8.979007672077866653e-01
6.451612903225805162e-01,6.337333333333333707e-01,9.006761670518294016e-01
