# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,5.865970850561280647e-02
6.666666666666666075e+00,0.000000000000000000e+00,1.793236269779520664e-01
3.999999999999999112e+00,0.000000000000000000e+00,2.926627243360025443e-01
2.857142857142856762e+00,3.933333333333332953e-03,3.982220945082631247e-01
2.222222222222221877e+00,1.983333333333333476e-02,4.918132149280712295e-01
1.818181818181817677e+00,4.449999999999999789e-02,5.574006940254301323e-01
1.538461538461538103e+00,7.006666666666666599e-02,6.170322997797348386e-01
1.333333333333333037e+00,9.703333333333333255e-02,6.674480310510800818e-01
1.176470588235293935e+00,1.347955068164394532e-01,7.003299716466557800e-01
1.052631578947368141e+00,1.517999999999999905e-01,7.355706599536482315e-01
9.523809523809521060e-01,1.748608379720675843e-01,7.540555321522814936e-01
8.695652173913041016e-01,1.928999999999999881e-01,7.766389733127528894e-01
7.999999999999998224e-01,2.200000000000000011e-01,7.812948038322188316e-01
7.407407407407405886e-01,2.456251458284723910e-01,8.008984122927750304e-01
6.896551724137929273e-01,2.584074925840749160e-01,8.034867681689098484e-01
6.451612903225805162e-01,2.800000000000000266e-01,8.268196330916953718e-01
