# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,5.501000000000000334e-01,8.500518176354530109e-01,0.000000000000000000e+00
6.666666666666666075e+00,5.745999999999999996e-01,8.667688659363298465e-01,0.000000000000000000e+00
3.999999999999999112e+00,5.483999999999999986e-01,8.557120364242515320e-01,0.000000000000000000e+00
2.857142857142856762e+00,5.735000000000000098e-01,8.636844710838682548e-01,0.000000000000000000e+00
2.222222222222221877e+00,5.774000000000000243e-01,8.407950155807777382e-01,0.000000000000000000e+00
1.818181818181817677e+00,5.698999999999999622e-01,8.753352044167354018e-01,0.000000000000000000e+00
1.538461538461538103e+00,6.018999999999999906e-01,8.591205826367168674e-01,0.000000000000000000e+00
1.333333333333333037e+00,5.733000000000000318e-01,8.591883480359037151e-01,0.000000000000000000e+00
1.176470588235293935e+00,5.695999999999999952e-01,8.633059975535837260e-01,0.000000000000000000e+00
1.052631578947368141e+00,5.786000000000000032e-01,8.554376903076044147e-01,0.000000000000000000e+00
9.523809523809521060e-01,5.832000000000000517e-01,8.590688129116055283e-01,0.000000000000000000e+00
8.695652173913041016e-01,5.828999999999999737e-01,8.570398189149196488e-01,0.000000000000000000e+00
7.999999999999998224e-01,5.772000000000000464e-01,8.559205130090706826e-01,0.000000000000000000e+00
7.407407407407405886e-01,5.877000000000000002e-01,8.499741769765726263e-01,0.000000000000000000e+00
6.896551724137929273e-01,5.920999999999999597e-01,8.574453325847498641e-01,0.000000000000000000e+00
6.451612903225805162e-01,5.775000000000000133e-01,8.495203885337543337e-01,0.000000000000000000e+00
