# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,0.000000000000000000e+00,2.640545927171385459e-03,0.000000000000000000e+00
6.666666666666666075e+00,0.000000000000000000e+00,2.180626053920257240e-02,0.000000000000000000e+00
3.999999999999999112e+00,0.000000000000000000e+00,5.552114148085108419e-02,0.000000000000000000e+00
2.857142857142856762e+00,0.000000000000000000e+00,1.034680329878539945e-01,0.000000000000000000e+00
2.222222222222221877e+00,0.000000000000000000e+00,1.552967011250868390e-01,0.000000000000000000e+00
1.818181818181817677e+00,0.000000000000000000e+00,2.106566835443886565e-01,0.000000000000000000e+00
1.538461538461538103e+00,0.000000000000000000e+00,2.716440392261518233e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.166666666666666588e-03,3.308453106089261908e-01,0.000000000000000000e+00
1.176470588235293935e+00,2.239999999999999977e-02,3.686274797183797247e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.573333333333333223e-02,3.916327891666103178e-01,0.000000000000000000e+00
9.523809523809521060e-01,6.156666666666666538e-02,4.211947290077003858e-01,0.000000000000000000e+00
8.695652173913041016e-01,7.276666666666666006e-02,4.518474654989874106e-01,0.000000000000000000e+00
7.999999999999998224e-01,9.373333333333333517e-02,4.632994116354894887e-01,0.000000000000000000e+00
7.407407407407405886e-01,9.690000000000000002e-02,4.856423747466960816e-01,0.000000000000000000e+00
6.896551724137929273e-01,1.214333333333333376e-01,5.021640091725985133e-01,0.000000000000000000e+00
6.451612903225805162e-01,1.252333333333333354e-01,5.244862360954453129e-01,0.000000000000000000e+00
