# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.266999999999999904e-01,6.792315241018928029e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.568666666666666654e-01,7.022156525304869001e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.668666666666666742e-01,7.105306496616966561e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.639999999999999902e-01,7.104650247225073878e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.698666666666666769e-01,7.180779403545989314e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.803666666666666862e-01,7.130076715120328146e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.748333333333333517e-01,7.080124703590902069e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.834333333333333482e-01,7.122170447124492876e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.898333333333333095e-01,7.096042299025245859e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.962999999999999856e-01,7.030703149688902753e-01,0.000000000000000000e+00
9.523809523809521060e-01,3.921333333333333337e-01,7.030490272671250374e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.079999999999999738e-01,6.984786726904819165e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.079333333333333145e-01,7.005676950624938337e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.104333333333333167e-01,7.111302577328675323e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.223000000000000087e-01,6.906784033644197685e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.204999999999999849e-01,6.974661256195525683e-01,0.000000000000000000e+00
