# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.585999999999999743e-01,7.077685129202944125e-01,0.000000000000000000e+00
1.000000000000000000e+01,3.746999999999999775e-01,7.057354582241730512e-01,0.000000000000000000e+00
5.000000000000000000e+00,3.803666666666666862e-01,7.182346172279432395e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.339333333333333376e-01,7.152091439839094456e-01,0.000000000000000000e+00
5.000000000000000000e-01,4.757666666666666710e-01,6.826018699035055759e-01,0.000000000000000000e+00
5.000000000000000278e-02,6.233999999999999542e-01,4.731053797791696658e-01,0.000000000000000000e+00
