# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.155999999999999917e-01,6.622307316188705828e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.392999999999999905e-01,6.885429101911793026e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.346999999999999975e-01,6.812284386323753660e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.553999999999999937e-01,6.828200586192653132e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.649000000000000021e-01,6.674866033332467197e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.411000000000000143e-01,6.871769863181548255e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.592000000000000193e-01,6.846614856064018317e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.652000000000000246e-01,6.741021482436542200e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.518000000000000016e-01,6.687759227996353806e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.660999999999999810e-01,6.676292239093969405e-01,0.000000000000000000e+00
9.523809523809521060e-01,3.743000000000000216e-01,6.560619421120459371e-01,0.000000000000000000e+00
8.695652173913041016e-01,3.718000000000000194e-01,6.609981015235241175e-01,0.000000000000000000e+00
7.999999999999998224e-01,3.689000000000000057e-01,6.565828004414200336e-01,0.000000000000000000e+00
7.407407407407405886e-01,3.719999999999999973e-01,6.625316468065948206e-01,0.000000000000000000e+00
6.896551724137929273e-01,3.937999999999999834e-01,6.521348329814826705e-01,0.000000000000000000e+00
6.451612903225805162e-01,3.891000000000000014e-01,6.504222262116140518e-01,0.000000000000000000e+00
