# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.234333333333333504e-01,6.829221679776972254e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.574333333333333251e-01,6.977482330918408637e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.627000000000000224e-01,7.108054258288897254e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.659999999999999920e-01,7.066744290192531475e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.765333333333333310e-01,7.020951977575955461e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.729666666666666686e-01,7.119352560989936629e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.856333333333333280e-01,7.057738309793732956e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.851666666666666572e-01,7.084342436172531565e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.902333333333333210e-01,6.968592111806247713e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.963333333333333153e-01,7.046109136633296188e-01,0.000000000000000000e+00
9.523809523809521060e-01,4.037000000000000033e-01,6.948902810564477894e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.091666666666666785e-01,7.000985154157582935e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.078666666666666551e-01,7.041661733205630824e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.148666666666666614e-01,6.965831788430724147e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.088333333333333264e-01,7.007643383475884447e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.147666666666666724e-01,6.999762127824672442e-01,0.000000000000000000e+00
