# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,0.000000000000000000e+00,2.599420623942096630e-03,0.000000000000000000e+00
6.666666666666666075e+00,0.000000000000000000e+00,2.165571339955542005e-02,0.000000000000000000e+00
3.999999999999999112e+00,0.000000000000000000e+00,5.421905989302228113e-02,0.000000000000000000e+00
2.857142857142856762e+00,0.000000000000000000e+00,1.017407563585154967e-01,0.000000000000000000e+00
2.222222222222221877e+00,0.000000000000000000e+00,1.570122781185573080e-01,0.000000000000000000e+00
1.818181818181817677e+00,0.000000000000000000e+00,2.130111173285507975e-01,0.000000000000000000e+00
1.538461538461538103e+00,0.000000000000000000e+00,2.741385183262053382e-01,0.000000000000000000e+00
1.333333333333333037e+00,1.333333333333333397e-04,3.216254871317966724e-01,0.000000000000000000e+00
1.176470588235293935e+00,2.066666666666666652e-02,3.738490320263645472e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.089999999999999886e-02,4.015465064588572552e-01,0.000000000000000000e+00
9.523809523809521060e-01,5.539999999999999786e-02,4.250477074532326149e-01,0.000000000000000000e+00
8.695652173913041016e-01,8.179999999999999771e-02,4.468003889301676024e-01,0.000000000000000000e+00
7.999999999999998224e-01,9.113333333333333008e-02,4.730519177604910475e-01,0.000000000000000000e+00
7.407407407407405886e-01,1.022333333333333288e-01,4.887909942932417984e-01,0.000000000000000000e+00
6.896551724137929273e-01,1.198666666666666630e-01,5.042529706023385350e-01,0.000000000000000000e+00
6.451612903225805162e-01,1.313333333333333297e-01,5.227205230084216447e-01,0.000000000000000000e+00
