# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.313999999999999724e-01,6.460086543191718711e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.610999999999999766e-01,6.717880707243382155e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.714000000000000079e-01,6.722415318855791133e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.703333333333333477e-01,6.687495449383633606e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.813333333333333575e-01,6.793801840965089101e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.806999999999999829e-01,6.777769608133086265e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.955000000000000182e-01,6.752575869300565525e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.876666666666666594e-01,6.816416114380591251e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.965000000000000191e-01,6.822101754542435614e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.954333333333333589e-01,6.840104612114186189e-01,0.000000000000000000e+00
9.523809523809521060e-01,4.072999999999999954e-01,6.762029353650419461e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.128999999999999893e-01,6.795358101311241850e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.103999999999999870e-01,6.751995420360646927e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.169333333333333225e-01,6.736868300728102721e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.158000000000000029e-01,6.795544741848297265e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.176666666666666861e-01,6.780183905402497047e-01,0.000000000000000000e+00
