# arrival_rate,reject_ratio,utilization
1.900000000000000000e+01,6.365666666666666140e-01,9.869753068366303728e-01
1.500000000000000000e+01,6.327333333333333698e-01,9.850662612766850623e-01
1.100000000000000000e+01,6.381666666666666599e-01,9.824811348866282490e-01
9.000000000000000000e+00,6.409000000000000252e-01,9.801141859117306065e-01
7.000000000000000000e+00,6.563999999999999835e-01,9.789918314166572433e-01
5.000000000000000000e+00,6.610666666666666913e-01,9.768720792704510547e-01
3.000000000000000000e+00,6.927333333333333121e-01,9.729115561353196551e-01
1.000000000000000000e+00,7.581666666666666554e-01,9.494547883464375948e-01
5.999999999999999778e-01,7.894666666666666499e-01,9.241460616957448693e-01
5.000000000000000000e-01,7.991000000000000325e-01,9.132510476056930893e-01
