# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,3.679809166687680322e-01
6.666666666666666075e+00,2.333333333333333310e-04,3.908453183520282925e-01
3.999999999999999112e+00,3.399999999999999811e-03,3.899683150395282238e-01
2.857142857142856762e+00,3.000000000000000062e-03,3.813686386587988308e-01
2.222222222222221877e+00,3.533333333333333205e-03,3.851084886421998199e-01
1.818181818181817677e+00,7.033333333333333277e-03,3.827681965080901305e-01
1.538461538461538103e+00,4.533333333333333659e-03,3.792888913358554159e-01
1.333333333333333037e+00,5.133333333333333498e-03,3.760529873834566050e-01
1.176470588235293935e+00,5.666666666666667074e-03,3.770856966354799722e-01
1.052631578947368141e+00,4.666666666666667053e-03,3.730006809575703852e-01
9.523809523809521060e-01,5.266666666666666892e-03,3.716568311212802844e-01
8.695652173913041016e-01,3.733333333333333295e-03,3.659151331309010713e-01
7.999999999999998224e-01,1.116666666666666675e-02,3.726353058022811582e-01
7.407407407407405886e-01,5.100000000000000366e-03,3.697972924960638008e-01
6.896551724137929273e-01,8.533333333333333742e-03,3.715458693743847740e-01
6.451612903225805162e-01,6.799999999999999621e-03,3.689130083004743543e-01
