# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,3.623999999999999999e-01,7.208826315517098404e-01
6.666666666666666075e+00,3.757666666666666933e-01,7.244992865711669117e-01
3.999999999999999112e+00,3.850000000000000089e-01,7.243588237975104871e-01
2.857142857142856762e+00,3.901999999999999913e-01,7.073451287073393434e-01
2.222222222222221877e+00,3.940000000000000169e-01,7.112237777275904893e-01
1.818181818181817677e+00,4.143999999999999906e-01,7.023263935356948151e-01
1.538461538461538103e+00,4.033666666666666512e-01,7.021509012423490237e-01
1.333333333333333037e+00,4.140333333333333088e-01,6.964422003063163169e-01
1.176470588235293935e+00,4.223000000000000087e-01,6.835971169698072947e-01
1.052631578947368141e+00,4.316999999999999726e-01,6.776887033110291503e-01
9.523809523809521060e-01,4.380999999999999894e-01,6.808830500529602370e-01
8.695652173913041016e-01,4.419666666666666743e-01,6.754797299534412991e-01
7.999999999999998224e-01,4.421666666666666523e-01,6.816508313354454618e-01
7.407407407407405886e-01,4.455333333333333368e-01,6.785688282365608393e-01
6.896551724137929273e-01,4.521666666666666612e-01,6.735191040532432227e-01
6.451612903225805162e-01,4.529666666666666841e-01,6.761490719802736304e-01
