# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,2.633333333333333446e-03,4.117179398941353541e-01
6.666666666666666075e+00,4.733333333333333316e-03,4.196773234783539031e-01
3.999999999999999112e+00,6.966666666666667014e-03,4.089950326169834449e-01
2.857142857142856762e+00,8.500000000000000611e-03,4.071391544786996941e-01
2.222222222222221877e+00,8.866666666666666793e-03,3.971588129740132311e-01
1.818181818181817677e+00,9.299999999999999239e-03,3.977538091738458959e-01
1.538461538461538103e+00,9.333333333333334106e-03,3.981750384150581912e-01
1.333333333333333037e+00,8.000000000000000167e-03,3.983526874995842459e-01
1.176470588235293935e+00,8.733333333333332532e-03,3.894659547130455701e-01
1.052631578947368141e+00,1.363333333333333411e-02,3.921527560347763952e-01
9.523809523809521060e-01,1.146666666666666667e-02,3.945470869455066087e-01
8.695652173913041016e-01,1.213333333333333278e-02,3.870722015021782481e-01
7.999999999999998224e-01,1.343333333333333358e-02,3.933325289902728228e-01
7.407407407407405886e-01,1.283333333333333375e-02,3.938827502623939991e-01
6.896551724137929273e-01,1.756666666666666793e-02,3.873074404543007110e-01
6.451612903225805162e-01,8.866666666666666793e-03,3.870998895934072981e-01
