# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,1.906401565265255019e-02
6.666666666666666075e+00,0.000000000000000000e+00,5.798959179929877306e-02
3.999999999999999112e+00,0.000000000000000000e+00,9.474463189084024461e-02
2.857142857142856762e+00,0.000000000000000000e+00,1.316113030781054238e-01
2.222222222222221877e+00,0.000000000000000000e+00,1.684644028851201569e-01
1.818181818181817677e+00,0.000000000000000000e+00,2.041879489661196645e-01
1.538461538461538103e+00,0.000000000000000000e+00,2.410803482200248593e-01
1.333333333333333037e+00,0.000000000000000000e+00,2.826655365036687129e-01
1.176470588235293935e+00,0.000000000000000000e+00,3.242402146914795114e-01
1.052631578947368141e+00,0.000000000000000000e+00,3.569761341252289943e-01
9.523809523809521060e-01,6.999999999999999929e-04,3.871716304587028423e-01
8.695652173913041016e-01,5.000000000000000104e-04,4.259191807920812423e-01
7.999999999999998224e-01,1.233333333333333243e-03,4.548855366349756069e-01
7.407407407407405886e-01,6.100000000000000387e-03,4.810231076900134406e-01
6.896551724137929273e-01,6.766441118629378665e-03,5.033493289153949668e-01
6.451612903225805162e-01,1.319999999999999993e-02,5.411006080837218457e-01
