# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,5.403999999999999915e-01,8.809636844014421264e-01,0.000000000000000000e+00
6.666666666666666075e+00,5.662000000000000366e-01,8.946716347224722421e-01,0.000000000000000000e+00
3.999999999999999112e+00,5.412000000000000144e-01,8.861507280245030094e-01,0.000000000000000000e+00
2.857142857142856762e+00,5.747999999999999776e-01,8.902646092110507725e-01,0.000000000000000000e+00
2.222222222222221877e+00,5.776000000000000023e-01,8.607756882124499853e-01,0.000000000000000000e+00
1.818181818181817677e+00,5.625999999999999890e-01,8.919029809640739437e-01,0.000000000000000000e+00
1.538461538461538103e+00,5.954000000000000403e-01,8.726986533560635584e-01,0.000000000000000000e+00
1.333333333333333037e+00,5.744000000000000217e-01,8.680117116350957174e-01,0.000000000000000000e+00
1.176470588235293935e+00,5.639999999999999458e-01,8.790481544270369874e-01,0.000000000000000000e+00
1.052631578947368141e+00,5.767999999999999794e-01,8.701921494278194169e-01,0.000000000000000000e+00
9.523809523809521060e-01,5.816000000000000059e-01,8.672124924771997811e-01,0.000000000000000000e+00
8.695652173913041016e-01,5.813000000000000389e-01,8.739693020148693314e-01,0.000000000000000000e+00
7.999999999999998224e-01,5.777999999999999803e-01,8.703156517075318899e-01,0.000000000000000000e+00
7.407407407407405886e-01,5.896000000000000130e-01,8.634598169708177506e-01,0.000000000000000000e+00
6.896551724137929273e-01,5.872000000000000552e-01,8.683668029764469720e-01,0.000000000000000000e+00
6.451612903225805162e-01,5.784000000000000252e-01,8.697161483853625974e-01,0.000000000000000000e+00
