# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,5.564999999999999947e-01,7.922500026480835400e-01,0.000000000000000000e+00
6.666666666666666075e+00,5.752000000000000446e-01,8.068206535442625782e-01,0.000000000000000000e+00
3.999999999999999112e+00,5.542000000000000259e-01,8.026211857881703216e-01,0.000000000000000000e+00
2.857142857142856762e+00,5.753000000000000336e-01,8.058072210585693895e-01,0.000000000000000000e+00
2.222222222222221877e+00,5.875000000000000222e-01,7.908211577495329880e-01,0.000000000000000000e+00
1.818181818181817677e+00,5.777999999999999803e-01,8.242901453375738319e-01,0.000000000000000000e+00
1.538461538461538103e+00,6.070999999999999730e-01,8.007430806296264025e-01,0.000000000000000000e+00
1.333333333333333037e+00,5.835000000000000187e-01,8.054259738384674794e-01,0.000000000000000000e+00
1.176470588235293935e+00,5.755000000000000115e-01,8.162312455465162708e-01,0.000000000000000000e+00
1.052631578947368141e+00,5.937999999999999945e-01,8.019967363244293601e-01,0.000000000000000000e+00
9.523809523809521060e-01,5.866999999999999993e-01,8.020940730240807559e-01,0.000000000000000000e+00
8.695652173913041016e-01,5.862000000000000544e-01,8.061262207010823078e-01,0.000000000000000000e+00
7.999999999999998224e-01,5.804000000000000270e-01,8.103128648079904739e-01,0.000000000000000000e+00
7.407407407407405886e-01,5.914000000000000368e-01,7.989139091063027776e-01,0.000000000000000000e+00
6.896551724137929273e-01,5.905000000000000249e-01,8.117531512741223976e-01,0.000000000000000000e+00
6.451612903225805162e-01,5.881999999999999451e-01,8.073531168912638778e-01,0.000000000000000000e+00
