# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.231999999999999873e-01,6.383723458351132640e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.377999999999999892e-01,6.593527016347084935e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.320000000000000173e-01,6.550605843502006476e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.614999999999999880e-01,6.620967802163839622e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.699999999999999956e-01,6.472023527385714070e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.484999999999999765e-01,6.648611718940906634e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.674000000000000044e-01,6.598207039120351780e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.638000000000000123e-01,6.550899837154605665e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.603000000000000091e-01,6.497268454673207350e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.649000000000000021e-01,6.531629133929885977e-01,0.000000000000000000e+00
9.523809523809521060e-01,3.810000000000000053e-01,6.377708651498872339e-01,0.000000000000000000e+00
8.695652173913041016e-01,3.790000000000000036e-01,6.470381965871875307e-01,0.000000000000000000e+00
7.999999999999998224e-01,3.694999999999999951e-01,6.413278039595464719e-01,0.000000000000000000e+00
7.407407407407405886e-01,3.786999999999999811e-01,6.462430590313635870e-01,0.000000000000000000e+00
6.896551724137929273e-01,3.931000000000000050e-01,6.386199346591890924e-01,0.000000000000000000e+00
6.451612903225805162e-01,3.840999999999999970e-01,6.409889058403039908e-01,0.000000000000000000e+00
