# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.341999999999999971e-01,6.711652267537341343e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.565999999999999726e-01,6.963324086529382173e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.598999999999999977e-01,6.925375001368174743e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.759000000000000119e-01,7.000296725829761035e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.746333333333333182e-01,7.020402272304945290e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.819333333333333469e-01,6.987606733435740569e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.904666666666666841e-01,6.938717591761749404e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.932333333333333236e-01,6.993259250880858868e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.974666666666666903e-01,6.931530753341227369e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.931999999999999940e-01,6.932233606300864937e-01,0.000000000000000000e+00
9.523809523809521060e-01,3.986333333333333395e-01,6.955191765633763623e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.051666666666666750e-01,6.959713046549134141e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.108999999999999875e-01,6.870498940330165283e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.093666666666666565e-01,6.934703244065369976e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.258000000000000118e-01,6.894686296640327727e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.182333333333333458e-01,6.906763756031020218e-01,0.000000000000000000e+00
