# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.628666666666666707e-01,7.038822660756773875e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.820999999999999952e-01,7.078570050001914415e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.861999999999999877e-01,7.105229991564547820e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.929666666666666863e-01,7.062853900262977547e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.980666666666666798e-01,7.048250284566267565e-01,0.000000000000000000e+00
1.818181818181817677e+00,4.167000000000000148e-01,7.038404652511893733e-01,0.000000000000000000e+00
1.538461538461538103e+00,4.100333333333333607e-01,7.047407379229342350e-01,0.000000000000000000e+00
1.333333333333333037e+00,4.237666666666666804e-01,7.009488792701001891e-01,0.000000000000000000e+00
1.176470588235293935e+00,4.294999999999999929e-01,6.966185386070341545e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.374666666666666703e-01,6.929743010038308393e-01,0.000000000000000000e+00
9.523809523809521060e-01,4.499333333333333518e-01,7.038348078573531952e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.535666666666666735e-01,6.864281714260591638e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.509000000000000230e-01,6.905453713588169951e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.572999999999999843e-01,6.909781064881063140e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.676000000000000156e-01,6.807469507491635818e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.647999999999999909e-01,6.858498406658353197e-01,0.000000000000000000e+00
