# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.611666666666666914e-01,7.038822382060042626e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.788666666666666849e-01,7.041682156634305745e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.891000000000000014e-01,7.038691788267715799e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.959333333333333593e-01,7.071494459884409833e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.986666666666666692e-01,7.133748089246735313e-01,0.000000000000000000e+00
1.818181818181817677e+00,4.112333333333333396e-01,7.118946076202575801e-01,0.000000000000000000e+00
1.538461538461538103e+00,4.207000000000000184e-01,7.141264401498950143e-01,0.000000000000000000e+00
1.333333333333333037e+00,4.298000000000000154e-01,6.985041222503817204e-01,0.000000000000000000e+00
1.176470588235293935e+00,4.327333333333333587e-01,6.943467785980494966e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.342666666666666897e-01,6.975612324641028428e-01,0.000000000000000000e+00
9.523809523809521060e-01,4.470333333333333381e-01,6.885292170991962335e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.503666666666666929e-01,6.876714549533688992e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.571000000000000063e-01,6.849141893932404468e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.603666666666666463e-01,6.903516654851384882e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.697999999999999954e-01,6.808289770754024639e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.686333333333333462e-01,6.881349697988344838e-01,0.000000000000000000e+00
