# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.327999999999999847e-01,6.716536170656405291e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.618333333333333401e-01,6.860070798587196705e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.648000000000000131e-01,6.985503463974279681e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.662333333333333552e-01,6.946130772672144404e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.757666666666666933e-01,6.919178740894105228e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.799000000000000155e-01,7.030137362240039822e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.887999999999999790e-01,6.982143568567589220e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.871999999999999886e-01,6.998525974161107222e-01,0.000000000000000000e+00
1.176470588235293935e+00,4.003666666666666485e-01,6.880688030333035332e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.015333333333333532e-01,6.974532079978433829e-01,0.000000000000000000e+00
9.523809523809521060e-01,3.980666666666666798e-01,6.907121125897266456e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.091666666666666785e-01,6.932737402490456446e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.135666666666666935e-01,6.962170363431682274e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.138999999999999901e-01,6.907161604637139796e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.114333333333333176e-01,6.949689065938212673e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.130333333333333079e-01,6.957592966829559966e-01,0.000000000000000000e+00
