# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,0.000000000000000000e+00,2.583243879083450389e-03,0.000000000000000000e+00
6.666666666666666075e+00,0.000000000000000000e+00,2.246974301927792336e-02,0.000000000000000000e+00
3.999999999999999112e+00,0.000000000000000000e+00,5.568254746005973921e-02,0.000000000000000000e+00
2.857142857142856762e+00,0.000000000000000000e+00,1.010201663014852203e-01,0.000000000000000000e+00
2.222222222222221877e+00,0.000000000000000000e+00,1.511353626701911756e-01,0.000000000000000000e+00
1.818181818181817677e+00,0.000000000000000000e+00,2.119491593273483132e-01,0.000000000000000000e+00
1.538461538461538103e+00,0.000000000000000000e+00,2.778929293920518462e-01,0.000000000000000000e+00
1.333333333333333037e+00,2.133333333333333436e-03,3.278769434155962559e-01,0.000000000000000000e+00
1.176470588235293935e+00,1.880000000000000074e-02,3.717944857730956509e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.313333333333333602e-02,3.958708647743281461e-01,0.000000000000000000e+00
9.523809523809521060e-01,6.880000000000000004e-02,4.296516509229239555e-01,0.000000000000000000e+00
8.695652173913041016e-01,7.276666666666666006e-02,4.488032953188104690e-01,0.000000000000000000e+00
7.999999999999998224e-01,8.716666666666667007e-02,4.705441462509533657e-01,0.000000000000000000e+00
7.407407407407405886e-01,9.800000000000000377e-02,4.879047050241833716e-01,0.000000000000000000e+00
6.896551724137929273e-01,1.245333333333333292e-01,5.140579702988070654e-01,0.000000000000000000e+00
6.451612903225805162e-01,1.342666666666666730e-01,5.178497727947721785e-01,0.000000000000000000e+00
