# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,0.000000000000000000e+00,2.622867518715557133e-03,0.000000000000000000e+00
6.666666666666666075e+00,0.000000000000000000e+00,2.171017611229531311e-02,0.000000000000000000e+00
3.999999999999999112e+00,0.000000000000000000e+00,5.605698274377324958e-02,0.000000000000000000e+00
2.857142857142856762e+00,0.000000000000000000e+00,1.022981860387630892e-01,0.000000000000000000e+00
2.222222222222221877e+00,0.000000000000000000e+00,1.530823351809404709e-01,0.000000000000000000e+00
1.818181818181817677e+00,0.000000000000000000e+00,2.089826254965443664e-01,0.000000000000000000e+00
1.538461538461538103e+00,0.000000000000000000e+00,2.737244194355082372e-01,0.000000000000000000e+00
1.333333333333333037e+00,8.333333333333333868e-04,3.267936767230226747e-01,0.000000000000000000e+00
1.176470588235293935e+00,1.650000000000000078e-02,3.670678341840800663e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.340000000000000108e-02,3.999987013955557669e-01,0.000000000000000000e+00
9.523809523809521060e-01,6.503333333333333188e-02,4.191422995148760822e-01,0.000000000000000000e+00
8.695652173913041016e-01,7.886666666666666825e-02,4.488254591548749839e-01,0.000000000000000000e+00
7.999999999999998224e-01,9.383333333333333803e-02,4.680685165145110349e-01,0.000000000000000000e+00
7.407407407407405886e-01,1.073333333333333361e-01,4.854856566880942914e-01,0.000000000000000000e+00
6.896551724137929273e-01,1.174999999999999933e-01,5.081553136146664817e-01,0.000000000000000000e+00
6.451612903225805162e-01,1.306666666666666532e-01,5.207618458859657462e-01,0.000000000000000000e+00
