# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,0.000000000000000000e+00,2.599529070285793841e-03,0.000000000000000000e+00
6.666666666666666075e+00,0.000000000000000000e+00,2.228247271247305386e-02,0.000000000000000000e+00
3.999999999999999112e+00,0.000000000000000000e+00,5.617101328754262740e-02,0.000000000000000000e+00
2.857142857142856762e+00,0.000000000000000000e+00,1.011824704190326663e-01,0.000000000000000000e+00
2.222222222222221877e+00,0.000000000000000000e+00,1.561600770368416491e-01,0.000000000000000000e+00
1.818181818181817677e+00,0.000000000000000000e+00,2.093434982340765527e-01,0.000000000000000000e+00
1.538461538461538103e+00,0.000000000000000000e+00,2.678253180505142939e-01,0.000000000000000000e+00
1.333333333333333037e+00,1.966666666666666476e-03,3.250501151532791955e-01,0.000000000000000000e+00
1.176470588235293935e+00,1.830000000000000029e-02,3.712167491639069006e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.233333333333333393e-02,4.031286044056879847e-01,0.000000000000000000e+00
9.523809523809521060e-01,6.176666666666666416e-02,4.250510489690260130e-01,0.000000000000000000e+00
8.695652173913041016e-01,7.713333333333333153e-02,4.501635804675527264e-01,0.000000000000000000e+00
7.999999999999998224e-01,9.410000000000000309e-02,4.715871803526502370e-01,0.000000000000000000e+00
7.407407407407405886e-01,1.123999999999999999e-01,4.930509356361238993e-01,0.000000000000000000e+00
6.896551724137929273e-01,1.217333333333333323e-01,5.076215435926956232e-01,0.000000000000000000e+00
6.451612903225805162e-01,1.265666666666666607e-01,5.285097265701756974e-01,0.000000000000000000e+00
