# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.125999999999999890e-01,6.700852538793717894e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.336000000000000076e-01,7.007366790326281514e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.271999999999999909e-01,6.945817853409339548e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.496000000000000218e-01,6.985462832843032377e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.638000000000000123e-01,6.876330059962129093e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.422000000000000042e-01,7.054919204861064275e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.563999999999999946e-01,7.077914156476399210e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.610999999999999766e-01,7.012265901504417531e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.519999999999999796e-01,6.883958594371500928e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.647000000000000242e-01,6.928583492658006993e-01,0.000000000000000000e+00
9.523809523809521060e-01,3.770000000000000018e-01,6.772878804985509316e-01,0.000000000000000000e+00
8.695652173913041016e-01,3.638000000000000123e-01,6.882005856700607049e-01,0.000000000000000000e+00
7.999999999999998224e-01,3.679999999999999938e-01,6.878144762281163116e-01,0.000000000000000000e+00
7.407407407407405886e-01,3.678000000000000158e-01,6.929142934285468236e-01,0.000000000000000000e+00
6.896551724137929273e-01,3.869000000000000217e-01,6.802879779126849158e-01,0.000000000000000000e+00
6.451612903225805162e-01,3.803000000000000269e-01,6.847781610478422820e-01,0.000000000000000000e+00
