# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,3.817666666666666431e-01,7.432198525343555184e-01
6.666666666666666075e+00,4.019666666666666943e-01,7.469585329221473113e-01
3.999999999999999112e+00,4.079666666666666441e-01,7.524148093983241692e-01
2.857142857142856762e+00,4.259333333333333305e-01,7.226719310957904208e-01
2.222222222222221877e+00,4.350333333333333274e-01,7.312588627546993125e-01
1.818181818181817677e+00,4.474666666666666792e-01,7.329300121176998140e-01
1.538461538461538103e+00,4.599333333333333607e-01,7.201463343201620626e-01
1.333333333333333037e+00,4.672000000000000042e-01,7.247691325178861055e-01
1.176470588235293935e+00,4.685666666666666869e-01,7.063381346214393508e-01
1.052631578947368141e+00,4.813000000000000056e-01,7.116157153178296335e-01
9.523809523809521060e-01,4.892333333333333534e-01,7.137324297217348956e-01
8.695652173913041016e-01,4.813999999999999946e-01,7.203383414351071101e-01
7.999999999999998224e-01,4.982666666666666910e-01,7.072167493258796345e-01
7.407407407407405886e-01,4.968000000000000194e-01,7.103283939360997001e-01
6.896551724137929273e-01,4.929666666666666641e-01,7.032581955740827562e-01
6.451612903225805162e-01,5.088000000000000300e-01,7.107074309364423970e-01
