# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,1.906408306854818699e-02
6.666666666666666075e+00,0.000000000000000000e+00,5.799882488556588889e-02
3.999999999999999112e+00,0.000000000000000000e+00,9.478684089099455312e-02
2.857142857142856762e+00,0.000000000000000000e+00,1.318555112828703191e-01
2.222222222222221877e+00,0.000000000000000000e+00,1.686652537663198559e-01
1.818181818181817677e+00,0.000000000000000000e+00,2.049240204558655520e-01
1.538461538461538103e+00,0.000000000000000000e+00,2.423863296428719893e-01
1.333333333333333037e+00,0.000000000000000000e+00,2.845970914549255104e-01
1.176470588235293935e+00,0.000000000000000000e+00,3.286395566738510854e-01
1.052631578947368141e+00,0.000000000000000000e+00,3.615673404088802778e-01
9.523809523809521060e-01,5.333333333333333589e-04,3.930570511664122635e-01
8.695652173913041016e-01,4.000000000000000192e-04,4.346947209087381747e-01
7.999999999999998224e-01,1.399999999999999986e-03,4.636901864036511722e-01
7.407407407407405886e-01,5.199999999999999761e-03,4.910141461836975973e-01
6.896551724137929273e-01,6.966434452184927170e-03,5.119042899447432404e-01
6.451612903225805162e-01,1.333333333333333419e-02,5.518793995235481420e-01
