# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,3.430333333333333568e-01,7.220939744275196581e-01
6.666666666666666075e+00,3.653333333333333433e-01,7.328330698645890706e-01
3.999999999999999112e+00,3.814333333333333464e-01,7.376877943766110279e-01
2.857142857142856762e+00,3.842999999999999750e-01,7.248630974361732759e-01
2.222222222222221877e+00,3.907333333333333214e-01,7.319501323801115289e-01
1.818181818181817677e+00,4.126666666666666816e-01,7.238805422788440191e-01
1.538461538461538103e+00,4.015666666666666829e-01,7.232478311458463427e-01
1.333333333333333037e+00,4.111000000000000210e-01,7.227746508482064680e-01
1.176470588235293935e+00,4.202000000000000179e-01,7.078816737063468034e-01
1.052631578947368141e+00,4.257666666666666822e-01,7.128559315505775817e-01
9.523809523809521060e-01,4.354666666666666686e-01,7.133910852788305501e-01
8.695652173913041016e-01,4.312000000000000277e-01,7.065713326415705708e-01
7.999999999999998224e-01,4.378000000000000225e-01,7.142833149071750043e-01
7.407407407407405886e-01,4.422333333333333116e-01,7.108972064530937329e-01
6.896551724137929273e-01,4.455666666666666664e-01,7.043243363870241858e-01
6.451612903225805162e-01,4.492666666666666475e-01,7.039849660752237615e-01
