# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,1.333333333333333289e-03,4.219528550689824464e-01
6.666666666666666075e+00,1.100000000000000066e-03,4.402308136600585065e-01
3.999999999999999112e+00,1.333333333333333289e-03,4.360045163205828467e-01
2.857142857142856762e+00,2.233333333333333264e-03,4.414789263275716857e-01
2.222222222222221877e+00,1.199999999999999895e-03,4.314452079346953184e-01
1.818181818181817677e+00,2.666666666666666578e-03,4.340711910706840371e-01
1.538461538461538103e+00,1.766666666666666602e-03,4.348845159151641382e-01
1.333333333333333037e+00,7.333333333333333414e-04,4.365439704269002408e-01
1.176470588235293935e+00,1.766666666666666602e-03,4.259346648705797933e-01
1.052631578947368141e+00,3.799999999999999992e-03,4.287866992136358246e-01
9.523809523809521060e-01,1.799999999999999951e-03,4.310773961493416517e-01
8.695652173913041016e-01,5.433333333333333418e-03,4.216033803703668204e-01
7.999999999999998224e-01,4.799999999999999580e-03,4.296928592914557310e-01
7.407407407407405886e-01,3.966666666666666952e-03,4.285695863509943471e-01
6.896551724137929273e-01,5.899999999999999863e-03,4.202075673616659790e-01
6.451612903225805162e-01,2.500000000000000052e-03,4.193504670133560430e-01
