# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,5.578999999999999515e-01,9.533720972793522375e-01
6.666666666666666075e+00,5.796666666666666634e-01,9.576585311429384184e-01
3.999999999999999112e+00,5.886333333333333417e-01,9.548414457010290235e-01
2.857142857142856762e+00,5.885333333333333528e-01,9.498380057554856037e-01
2.222222222222221877e+00,5.939666666666666428e-01,9.469551755399903126e-01
1.818181818181817677e+00,6.016000000000000236e-01,9.408507505747186750e-01
1.538461538461538103e+00,5.969666666666666455e-01,9.432187903425264253e-01
1.333333333333333037e+00,6.040666666666666407e-01,9.425573645704882209e-01
1.176470588235293935e+00,6.008333333333333304e-01,9.290368859791062750e-01
1.052631578947368141e+00,6.145333333333333758e-01,9.366550106365461037e-01
9.523809523809521060e-01,6.112666666666666249e-01,9.396406142669244677e-01
8.695652173913041016e-01,6.153999999999999471e-01,9.357182679407910486e-01
7.999999999999998224e-01,6.201333333333333142e-01,9.317473657411405874e-01
7.407407407407405886e-01,6.204666666666667219e-01,9.273950731174874784e-01
6.896551724137929273e-01,6.262333333333333085e-01,9.218663694623296934e-01
6.451612903225805162e-01,6.277333333333333654e-01,9.281698183225290943e-01
