# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,1.420666666666666744e-01,7.553257470880566649e-01
6.666666666666666075e+00,1.626333333333333242e-01,7.751688512228905870e-01
3.999999999999999112e+00,1.723999999999999977e-01,7.685976093097540707e-01
2.857142857142856762e+00,1.640666666666666662e-01,7.736959091828434776e-01
2.222222222222221877e+00,1.719666666666666566e-01,7.769702920294950799e-01
1.818181818181817677e+00,1.733666666666666689e-01,7.682390742804962036e-01
1.538461538461538103e+00,1.814999999999999947e-01,7.628328296822602939e-01
1.333333333333333037e+00,1.756999999999999951e-01,7.620590875162380762e-01
1.176470588235293935e+00,1.764666666666666606e-01,7.614604344828193039e-01
1.052631578947368141e+00,1.761999999999999955e-01,7.581179322465847470e-01
9.523809523809521060e-01,1.733333333333333393e-01,7.558359464951721618e-01
8.695652173913041016e-01,1.766000000000000070e-01,7.463628201978539378e-01
7.999999999999998224e-01,1.938333333333333297e-01,7.428785377843426518e-01
7.407407407407405886e-01,1.856333333333333446e-01,7.518858812021306237e-01
6.896551724137929273e-01,1.889000000000000123e-01,7.476498073218877938e-01
6.451612903225805162e-01,1.786000000000000087e-01,7.492107324109467115e-01
