# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,5.866854453300554550e-02
6.666666666666666075e+00,0.000000000000000000e+00,1.797653380850422478e-01
3.999999999999999112e+00,0.000000000000000000e+00,2.950797520254966333e-01
2.857142857142856762e+00,3.200000000000000153e-03,4.037920851435876091e-01
2.222222222222221877e+00,1.743333333333333193e-02,4.996156129228170872e-01
1.818181818181817677e+00,3.796666666666666939e-02,5.674993871833138304e-01
1.538461538461538103e+00,5.859999999999999931e-02,6.294567606406556992e-01
1.333333333333333037e+00,8.506666666666666543e-02,6.849279261451556300e-01
1.176470588235293935e+00,1.233625545815139474e-01,7.185297769364284992e-01
1.052631578947368141e+00,1.364666666666666528e-01,7.555652498006124596e-01
9.523809523809521060e-01,1.605613146228458965e-01,7.733233241829308158e-01
8.695652173913041016e-01,1.761999999999999955e-01,8.002150642786438617e-01
7.999999999999998224e-01,2.049333333333333285e-01,8.048287364882913408e-01
7.407407407407405886e-01,2.211259624679177416e-01,8.229975639098713325e-01
6.896551724137929273e-01,2.367429923674299330e-01,8.312582144223210623e-01
6.451612903225805162e-01,2.669666666666666854e-01,8.484824561863102410e-01
