# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,7.823467815765150490e-03
6.666666666666666075e+00,0.000000000000000000e+00,6.818812955312281154e-02
3.999999999999999112e+00,0.000000000000000000e+00,1.697949648672889555e-01
2.857142857142856762e+00,4.466666666666666528e-03,3.078358950502558811e-01
2.222222222222221877e+00,4.929999999999999660e-02,4.063644686804015471e-01
1.818181818181817677e+00,1.071666666666666601e-01,4.773509602847919031e-01
1.538461538461538103e+00,1.577000000000000068e-01,5.402582824757098390e-01
1.333333333333333037e+00,2.026000000000000023e-01,5.751452264676796267e-01
1.176470588235293935e+00,2.375666666666666760e-01,6.067893114062937743e-01
1.052631578947368141e+00,2.664000000000000257e-01,6.312389191487756124e-01
9.523809523809521060e-01,2.912666666666666737e-01,6.613098578142245776e-01
8.695652173913041016e-01,3.089000000000000079e-01,6.782684430899970085e-01
7.999999999999998224e-01,3.253333333333333077e-01,6.929958265149080976e-01
7.407407407407405886e-01,3.387999999999999901e-01,7.038746313176581504e-01
6.896551724137929273e-01,3.678000000000000158e-01,7.262252850488030154e-01
6.451612903225805162e-01,3.770000000000000018e-01,7.434364763501397633e-01
