# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,5.613333333333333508e-01,9.435460415145024982e-01
6.666666666666666075e+00,5.811333333333332796e-01,9.407508133199616873e-01
3.999999999999999112e+00,5.919666666666666410e-01,9.377655579357498938e-01
2.857142857142856762e+00,5.913666666666667071e-01,9.340535427552657533e-01
2.222222222222221877e+00,5.934333333333333682e-01,9.280180440856353741e-01
1.818181818181817677e+00,6.038333333333333330e-01,9.244330712363538760e-01
1.538461538461538103e+00,6.025333333333333652e-01,9.255113818533314829e-01
1.333333333333333037e+00,6.051666666666666305e-01,9.261183866568475365e-01
1.176470588235293935e+00,6.061333333333333018e-01,9.130936613034659199e-01
1.052631578947368141e+00,6.130333333333333190e-01,9.200861580218725466e-01
9.523809523809521060e-01,6.157000000000000250e-01,9.224876722614091529e-01
8.695652173913041016e-01,6.133666666666666156e-01,9.187726560277080790e-01
7.999999999999998224e-01,6.241666666666666474e-01,9.193701612782253507e-01
7.407407407407405886e-01,6.241666666666666474e-01,9.132101711903430896e-01
6.896551724137929273e-01,6.309666666666666757e-01,9.079748374579604819e-01
6.451612903225805162e-01,6.315333333333332799e-01,9.103292152066010390e-01
