# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,1.509999999999999953e-01,7.415492534562537763e-01
6.666666666666666075e+00,1.705333333333333423e-01,7.530722752050776903e-01
3.999999999999999112e+00,1.774666666666666615e-01,7.421646695557252427e-01
2.857142857142856762e+00,1.734666666666666579e-01,7.456515347299060847e-01
2.222222222222221877e+00,1.796000000000000096e-01,7.497480405920230462e-01
1.818181818181817677e+00,1.841333333333333433e-01,7.441634221109932890e-01
1.538461538461538103e+00,1.872999999999999943e-01,7.391255626988789684e-01
1.333333333333333037e+00,1.848666666666666791e-01,7.377521164958007471e-01
1.176470588235293935e+00,1.867666666666666642e-01,7.359987858866934296e-01
1.052631578947368141e+00,1.834999999999999964e-01,7.350170803911350026e-01
9.523809523809521060e-01,1.850666666666666571e-01,7.357122363421090272e-01
8.695652173913041016e-01,1.874333333333333407e-01,7.248322820396336796e-01
7.999999999999998224e-01,2.011999999999999900e-01,7.233536687532294840e-01
7.407407407407405886e-01,1.925000000000000044e-01,7.311975566824532313e-01
6.896551724137929273e-01,2.001000000000000001e-01,7.294304827483714115e-01
6.451612903225805162e-01,1.911666666666666792e-01,7.317318479187852054e-01
