# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,0.000000000000000000e+00,2.622868025059968411e-03,0.000000000000000000e+00
6.666666666666666075e+00,0.000000000000000000e+00,2.170992952681258248e-02,0.000000000000000000e+00
3.999999999999999112e+00,0.000000000000000000e+00,5.605585938878068775e-02,0.000000000000000000e+00
2.857142857142856762e+00,0.000000000000000000e+00,1.022911828198996981e-01,0.000000000000000000e+00
2.222222222222221877e+00,0.000000000000000000e+00,1.529983286884328830e-01,0.000000000000000000e+00
1.818181818181817677e+00,0.000000000000000000e+00,2.088560514328613171e-01,0.000000000000000000e+00
1.538461538461538103e+00,0.000000000000000000e+00,2.729704541127305761e-01,0.000000000000000000e+00
1.333333333333333037e+00,1.966666666666666476e-03,3.240957212410822685e-01,0.000000000000000000e+00
1.176470588235293935e+00,2.089999999999999844e-02,3.653916159426079946e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.989999999999999991e-02,3.986865151674856000e-01,0.000000000000000000e+00
9.523809523809521060e-01,7.549999999999999767e-02,4.185531916151512544e-01,0.000000000000000000e+00
8.695652173913041016e-01,8.559999999999999554e-02,4.484656807395253630e-01,0.000000000000000000e+00
7.999999999999998224e-01,1.030333333333333379e-01,4.662465726816177880e-01,0.000000000000000000e+00
7.407407407407405886e-01,1.172666666666666718e-01,4.835540316542374373e-01,0.000000000000000000e+00
6.896551724137929273e-01,1.341333333333333266e-01,5.056498996325197171e-01,0.000000000000000000e+00
6.451612903225805162e-01,1.385000000000000120e-01,5.175430089810786338e-01,0.000000000000000000e+00
