# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,0.000000000000000000e+00,2.659141288558350240e-03,0.000000000000000000e+00
6.666666666666666075e+00,0.000000000000000000e+00,2.181008036125726621e-02,0.000000000000000000e+00
3.999999999999999112e+00,0.000000000000000000e+00,5.717220349137343977e-02,0.000000000000000000e+00
2.857142857142856762e+00,0.000000000000000000e+00,9.992694064355239769e-02,0.000000000000000000e+00
2.222222222222221877e+00,0.000000000000000000e+00,1.535067934019148095e-01,0.000000000000000000e+00
1.818181818181817677e+00,0.000000000000000000e+00,2.110137775410806937e-01,0.000000000000000000e+00
1.538461538461538103e+00,0.000000000000000000e+00,2.697909204647441217e-01,0.000000000000000000e+00
1.333333333333333037e+00,2.033333333333333173e-03,3.294355100567430417e-01,0.000000000000000000e+00
1.176470588235293935e+00,2.359999999999999945e-02,3.636776139420851983e-01,0.000000000000000000e+00
1.052631578947368141e+00,5.070000000000000201e-02,3.986105240661209637e-01,0.000000000000000000e+00
9.523809523809521060e-01,7.736666666666666692e-02,4.202521469277459287e-01,0.000000000000000000e+00
8.695652173913041016e-01,8.290000000000000147e-02,4.444794524616830778e-01,0.000000000000000000e+00
7.999999999999998224e-01,1.033666666666666623e-01,4.700496148101475646e-01,0.000000000000000000e+00
7.407407407407405886e-01,1.160999999999999949e-01,4.879564289034384328e-01,0.000000000000000000e+00
6.896551724137929273e-01,1.275666666666666615e-01,5.044233643981196336e-01,0.000000000000000000e+00
6.451612903225805162e-01,1.439333333333333298e-01,5.144521323251967093e-01,0.000000000000000000e+00
