# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.658333333333333437e-01,7.096258199728160410e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.854000000000000203e-01,7.155753097874786306e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.856999999999999873e-01,7.117756798495883386e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.973999999999999755e-01,7.022981745805365605e-01,0.000000000000000000e+00
2.222222222222221877e+00,4.031333333333333435e-01,7.075745616223801937e-01,0.000000000000000000e+00
1.818181818181817677e+00,4.046000000000000152e-01,7.020494700123069975e-01,0.000000000000000000e+00
1.538461538461538103e+00,4.242666666666666808e-01,6.986527695332549470e-01,0.000000000000000000e+00
1.333333333333333037e+00,4.313666666666666760e-01,6.817680828296998063e-01,0.000000000000000000e+00
1.176470588235293935e+00,4.345333333333333270e-01,6.826527271851370315e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.469000000000000195e-01,6.816442284526998963e-01,0.000000000000000000e+00
9.523809523809521060e-01,4.471333333333333271e-01,6.935630132228686184e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.503666666666666929e-01,6.854902679334609061e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.598666666666666458e-01,6.779798864043251605e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.520333333333333425e-01,6.818681424917319989e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.631333333333333413e-01,6.715252740599204628e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.688666666666666538e-01,6.710280190428605795e-01,0.000000000000000000e+00
