# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.675666666666666527e-01,7.158558127915878311e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.829333333333333478e-01,7.086575498363579806e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.941333333333333355e-01,7.052450627170655517e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.969666666666666899e-01,7.029864284506764927e-01,0.000000000000000000e+00
2.222222222222221877e+00,4.014666666666666939e-01,7.112922774450617380e-01,0.000000000000000000e+00
1.818181818181817677e+00,4.170666666666666411e-01,7.056090279198418136e-01,0.000000000000000000e+00
1.538461538461538103e+00,4.211666666666666892e-01,7.027758878741361404e-01,0.000000000000000000e+00
1.333333333333333037e+00,4.294000000000000039e-01,6.863864520552102055e-01,0.000000000000000000e+00
1.176470588235293935e+00,4.326999999999999735e-01,6.816587463621232024e-01,0.000000000000000000e+00
1.052631578947368141e+00,4.402333333333333099e-01,6.807358713077458212e-01,0.000000000000000000e+00
9.523809523809521060e-01,4.498666666666666925e-01,6.732824973801271318e-01,0.000000000000000000e+00
8.695652173913041016e-01,4.541333333333333333e-01,6.740903216686232602e-01,0.000000000000000000e+00
7.999999999999998224e-01,4.610000000000000209e-01,6.743928208622299580e-01,0.000000000000000000e+00
7.407407407407405886e-01,4.661333333333333440e-01,6.775560204815949117e-01,0.000000000000000000e+00
6.896551724137929273e-01,4.712999999999999967e-01,6.682615590924900761e-01,0.000000000000000000e+00
6.451612903225805162e-01,4.724666666666666459e-01,6.740667651986982367e-01,0.000000000000000000e+00
