# arrival_rate,reject_ratio,utilization,missed_deadline_rate
2.000000000000000000e+01,3.220000000000000084e-01,6.641898497877708474e-01,0.000000000000000000e+00
6.666666666666666075e+00,3.457000000000000073e-01,6.851094072711635397e-01,0.000000000000000000e+00
3.999999999999999112e+00,3.427000000000000046e-01,6.740015330739779209e-01,0.000000000000000000e+00
2.857142857142856762e+00,3.583999999999999964e-01,6.760615464927433038e-01,0.000000000000000000e+00
2.222222222222221877e+00,3.699000000000000066e-01,6.546193395925842262e-01,0.000000000000000000e+00
1.818181818181817677e+00,3.503000000000000003e-01,6.742592151136750367e-01,0.000000000000000000e+00
1.538461538461538103e+00,3.669999999999999929e-01,6.628782746275863058e-01,0.000000000000000000e+00
1.333333333333333037e+00,3.682000000000000273e-01,6.594904346312580046e-01,0.000000000000000000e+00
1.176470588235293935e+00,3.559999999999999831e-01,6.455224653908463450e-01,0.000000000000000000e+00
1.052631578947368141e+00,3.754000000000000115e-01,6.491992265920735194e-01,0.000000000000000000e+00
9.523809523809521060e-01,3.820000000000000062e-01,6.349195853389932864e-01,0.000000000000000000e+00
8.695652173913041016e-01,3.825999999999999956e-01,6.420010196307029959e-01,0.000000000000000000e+00
7.999999999999998224e-01,3.763000000000000234e-01,6.313554295865747568e-01,0.000000000000000000e+00
7.407407407407405886e-01,3.791999999999999815e-01,6.279666565618564622e-01,0.000000000000000000e+00
6.896551724137929273e-01,3.993999999999999773e-01,6.189391705640385766e-01,0.000000000000000000e+00
6.451612903225805162e-01,3.835000000000000075e-01,6.184162505670742771e-01,0.000000000000000000e+00
