# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,5.987999999999999989e-01,9.608272435753099083e-01
6.666666666666666075e+00,6.027666666666666728e-01,9.417005489051405442e-01
3.999999999999999112e+00,6.082999999999999519e-01,9.333513515152972451e-01
2.857142857142856762e+00,6.139000000000000012e-01,9.057420884217112222e-01
2.222222222222221877e+00,6.250999999999999890e-01,9.012323589905341104e-01
1.818181818181817677e+00,6.352666666666666462e-01,8.980514054194709272e-01
1.538461538461538103e+00,6.393999999999999684e-01,8.910960680285304747e-01
1.333333333333333037e+00,6.475666666666666238e-01,8.865907733140925284e-01
1.176470588235293935e+00,6.484999999999999654e-01,8.796673134359205282e-01
1.052631578947368141e+00,6.563333333333333242e-01,8.791888127681873888e-01
9.523809523809521060e-01,6.675666666666666416e-01,8.792117145742907036e-01
8.695652173913041016e-01,6.587333333333332819e-01,8.801785438625533420e-01
7.999999999999998224e-01,6.714999999999999858e-01,8.718219655780296007e-01
7.407407407407405886e-01,6.730000000000000426e-01,8.761493693506019476e-01
6.896551724137929273e-01,6.782333333333333547e-01,8.696248345139734326e-01
6.451612903225805162e-01,6.823000000000000176e-01,8.703645551488691234e-01
