# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,0.000000000000000000e+00,5.866094549835928346e-02
6.666666666666666075e+00,0.000000000000000000e+00,1.793651141429636886e-01
3.999999999999999112e+00,0.000000000000000000e+00,2.931762348915141758e-01
2.857142857142856762e+00,3.000000000000000062e-03,3.986431700219944529e-01
2.222222222222221877e+00,1.983333333333333476e-02,4.945843356992893347e-01
1.818181818181817677e+00,4.276666666666666811e-02,5.623013095485667190e-01
1.538461538461538103e+00,6.793333333333333168e-02,6.245477830488144200e-01
1.333333333333333037e+00,9.266666666666666108e-02,6.778317522933158257e-01
1.176470588235293935e+00,1.301289957001433295e-01,7.112898313923208260e-01
1.052631578947368141e+00,1.480666666666666798e-01,7.498225456782106058e-01
9.523809523809521060e-01,1.691943601879937198e-01,7.699193593314763717e-01
8.695652173913041016e-01,1.865666666666666584e-01,7.913913518125211821e-01
7.999999999999998224e-01,2.162000000000000033e-01,7.991491592551487333e-01
7.407407407407405886e-01,2.381253958201393350e-01,8.174742712673744860e-01
6.896551724137929273e-01,2.521081225210812238e-01,8.248181718822462649e-01
6.451612903225805162e-01,2.806000000000000161e-01,8.448582301182415710e-01
