# arrival_rate,reject_ratio,utilization
2.000000000000000000e+01,5.720666666666666123e-01,9.504137802431166238e-01
6.666666666666666075e+00,5.895333333333333536e-01,9.462200804719614888e-01
3.999999999999999112e+00,5.950666666666666327e-01,9.397849398149317190e-01
2.857142857142856762e+00,5.947333333333333361e-01,9.297183545772376156e-01
2.222222222222221877e+00,5.983333333333333837e-01,9.221064577112673133e-01
1.818181818181817677e+00,6.075333333333333696e-01,9.101628285517811001e-01
1.538461538461538103e+00,6.029333333333333211e-01,9.079767974861102653e-01
1.333333333333333037e+00,6.090333333333333155e-01,9.031285045462732475e-01
1.176470588235293935e+00,6.093666666666666121e-01,8.896430312590366540e-01
1.052631578947368141e+00,6.247666666666666924e-01,8.898445665261295323e-01
9.523809523809521060e-01,6.184666666666667201e-01,8.933727050783614176e-01
8.695652173913041016e-01,6.214666666666666117e-01,8.882451694947680609e-01
7.999999999999998224e-01,6.279666666666666730e-01,8.860713322363975575e-01
7.407407407407405886e-01,6.304999999999999494e-01,8.799394435648771884e-01
6.896551724137929273e-01,6.314666666666666206e-01,8.776078294297919857e-01
6.451612903225805162e-01,6.336000000000000520e-01,8.797873621890716089e-01
